Scheme Name,Address,Tags,Description,1-Bedroom,2-Bedroom,3-Bedroom,Studio,Private Room,Station Info,City
St Georges Gardens,"Ellersmere Street, Manchester, Manchester, M15 4JP","['Pet friendly', 'Furnished', 'Concierge', 'Parcel collection & storage', 'Bike storage']","Located in Manchester, St Georges Gardens is a build-to-rent that focuses on what's truly important which are health, amity and convenience.",,1350.0,,,,"['Deansgate | 0.5 mi', 'Manchester Oxford Road | 0.9 mi']",Manchester
Deansgate,"124 Deansgate, Bolton, Bolton, BL1 1AD","['Pet friendly', 'Furnished', 'Onsite management', 'Parking', 'Bike storage']","Located in Bolton, Deansgate is a build-to-rent that offers attractive, convenient accommodations and beautiful green communal space.",910.0,1100.0,,,,['Bolton | 0.4 mi'],Manchester
The Press,"School Street, Manchester, Manchester, M4 4HD","['Furnished', 'Onsite management', 'Parcel collection & storage', 'Bike storage', 'CCTV']","Located in Manchester, The Press is a build-to-rent with great traffic connections, modern amenities and an elegant design.",850.0,1350.0,1100.0,,,"['Manchester Victoria | 0.3 mi', 'Manchester Piccadilly | 0.8 mi']",Manchester
Burlington Square,"151 Boundary Lane, Manchester, Manchester, M15 6JP","['Furnished', 'Onsite management', 'Parking', 'Parcel collection & storage', 'Bike storage']","Located in Manchester, Burlington Square is a build-to-rent that understands that a well-lived life always starts at home.",950.0,1125.0,,,,"['Manchester Oxford Road | 0.7 mi', 'Deansgate | 0.8 mi']",Manchester
Transmission House,"11 Tib Street, Manchester, Manchester, M4 1AF","['Pet friendly', 'Furnished', 'Concierge', 'Onsite management', 'Parking']","Located in Manchester, Transmission House is a build-to-rent that goes out of its way to take care of tenants' daily well-being.",850.0,1300.0,,,,"['Manchester Victoria | 0.4 mi', 'Manchester Piccadilly | 0.4 mi']",Manchester
LOCAL Crescent,"Hulme Street, Salford, Manchester, M5 4ZG","['Pet friendly', 'Furnished', 'Concierge', 'Onsite management', 'Parking']","Located in Manchester, LOCAL Crescent is a build-to-rent that caters to growth, connection and a fulfilling lifestyle.",850.0,1350.0,1950.0,,,"['Salford Crescent | 0.4 mi', 'Salford Central | 0.5 mi']",Manchester
Oxygen Manchester,"Store Street, Manchester, Manchester, M1 2WA","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located in Manchester, Oxygen Manchester is a build-to-rent that promises safety, support and additional benefits for tenants.",1000.0,1400.0,,,,"['Manchester Piccadilly | 0.2 mi', 'Manchester Oxford Road | 0.7 mi']",Manchester
AXIS Manchester,"9 Whitworth Street West, Manchester, Manchester, M1 5JB","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parcel collection & storage']","Located in Manchester, AXIS is a build-to-rent that focuses on the most important aspects of life: Health, amity and convenience.",900.0,1100.0,2000.0,,,"['Deansgate | 0.1 mi', 'Manchester Oxford Road | 0.3 mi']",Manchester
Manhattan Manchester,"36 George Street, Manchester, Manchester, M1 4FL","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","A build-to-rent development that promises a full, bold and exciting life for tenants in Manchester.",900.0,1150.0,,,,"['Manchester Piccadilly | 0.4 mi', 'Manchester Oxford Road | 0.4 mi']",Manchester
Excelsior Works Manchester,"2 Hulme Hall Road, Manchester, Manchester, M15 4LY","['Concierge', 'Parking', 'Parcel collection & storage', 'Bike storage', 'Lifts']","Located in Manchester, Excelsior Works Manchester is a build-to-rent that has generous living areas, beneficial amenities and great access to public transport.",875.0,1100.0,1900.0,,,"['Deansgate | 0.6 mi', 'Salford Central | 0.9 mi']",Manchester
Downtown Manchester,"7 Woden Street, Salford, Manchester, M5 4YE","['Furnished', 'Concierge', 'Parking', 'Parcel collection & storage', 'Bike storage']","Located in Manchester, Downtown Manchester is a build-to-rent with great traffic connections, modern amenities and an elegant design.",850.0,950.0,,,,"['Deansgate | 0.6 mi', 'Salford Central | 0.8 mi']",Manchester
Silkash,"Bolton Rd, Bolton, Bolton, BL5 3DN","['Pet friendly', 'Furnished', 'Parking', 'Bike storage', 'Common area']","Located in Bolton, Silkash is a build-to-rent that caters to growth, connection and a fulfilling lifestyle.",,925.0,975.0,,,"['Westhoughton | 0.5 mi', 'Daisy Hill | 0.7 mi']",Manchester
Atlas Court,"75 Heald Grove, Manchester, Manchester, M14 4AP","['Furnished', 'Bike storage', 'Controlled access', 'Common area', 'Roof terrace']","Located in Manchester, Atlas Court is a build-to-rent that focuses on the most important things in life: Health, amity and convenience.",,,,,350.0,['Ardwick | 1.2 mi'],Manchester
Eagle House,"11 Blackfriars Road, Salford, Manchester, M3 7AG","['Furnished', 'Bike storage', 'Controlled access', 'Common area', 'Roof terrace']","Located in Manchester, Eagle House is a build-to-rent that has generous living areas, beneficial amenities and great access to public transport.",849.0,,,699.0,,"['Salford Central | 0.2 mi', 'Manchester Victoria | 0.4 mi']",Manchester
Live Oasis Deansgate,"31 John Dalton Street, Manchester, Manchester, M2 6AL","['Furnished', 'Concierge', 'Parking', 'Parcel collection & storage', 'Bike storage']","Located in Manchester, Live Oasis Deansgate is a build-to-rent that caters to growth, connection and a fulfilling lifestyle.",,,,1099.0,,"['Salford Central | 0.4 mi', 'Manchester Oxford Road | 0.5 mi']",Manchester
Live Oasis Piccadilly,"12 Minshull Street, Manchester, Manchester, M1 3FP","['Furnished', 'Concierge', 'Parcel collection & storage', 'Bike storage', 'Lifts']","Located in Manchester, Live Oasis Piccadilly is a build-to-rent that goes out of its way to take care of tenants' daily well-being.",,,,965.0,,"['Manchester Piccadilly | 0.2 mi', 'Manchester Oxford Road | 0.4 mi']",Manchester
Kampus,"Aytoun Street, Manchester, Manchester, M1 3GH","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in Manchester, Kampus is a build-to-rent that promotes a healthy lifestyle with a location full of greenery and beneficial amenities.",1395.0,1655.0,,,,"['Manchester Piccadilly | 0.1 mi', 'Manchester Oxford Road | 0.4 mi']",Manchester
Broadside,"49 Oldham Road, Manchester, Manchester, M4 5FS","['Pet friendly', 'Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management']","Located in Manchester, Broadside is a build-to-rent that promotes a grand way of living among a close-knit community with a mix of cosy yet luxurious homes.",1150.0,1325.0,1825.0,,,"['Manchester Victoria | 0.5 mi', 'Manchester Piccadilly | 0.6 mi']",Manchester
Middlewood Plaza,"4 Liverpool St, Salford, Manchester, M5 4WW","['Furnished', 'Concierge', 'Onsite management', 'Parking', 'Parcel collection & storage']","Located in Manchester, Middlewood Plaza is a build-to-rent that focuses on what is truly important in life: health, amity and convenience.",825.0,1275.0,1500.0,,,"['Salford Crescent | 0.5 mi', 'Salford Central | 0.6 mi']",Manchester
Oppidan Swan Street,"5 Swan St, Manchester, Manchester, M4 5JJ","['Furnished', 'Concierge', 'Onsite management', 'Bike storage', 'CCTV']","Located in Manchester, Oppidan Swan Street is a build-to-rent that caters to growth, connection and a fulfilling lifestyle.",,,,953.0,935.0,"['Manchester Victoria | 0.4 mi', 'Manchester Piccadilly | 0.5 mi']",Manchester
Canalside Apartments,"Guardsman Tony Downes Way, Tameside, Manchester, M43 6NZ","['Parking', 'Parcel collection & storage', 'Bike storage', 'Lifts', 'CCTV']","Located in Manchester, Oban Street is a co-living development that offers spacious living areas, good transportation and convenient amenities.",,541.0,,,,"['Gorton (GTO) | 0.5 mi', 'Fairfield | 0.7 mi']",Manchester
Advent House,"2 Isaac Way, Manchester, Manchester, M4 7EP","['Pet friendly', 'Furnished', 'Parking', 'Lifts', 'CCTV']","Located in Manchester, Advent House is a new Build to Rent that has generous living areas, beneficial amenities and great access to public transport.",680.0,795.0,,675.0,,"['Manchester Piccadilly | 0.5 mi', 'Ardwick | 0.6 mi']",Manchester
Nuovo Apartments,"59 Great Ancoats Street, Manchester, Manchester, M4 5AH","['Furnished', 'Parking', 'Lifts', 'CCTV', 'Controlled access']","Located in Manchester, Nuovo Apartments is a new Build to Rent that promises safety, support and additional benefits for tenants.",800.0,950.0,,,,"['Manchester Piccadilly | 0.4 mi', 'Manchester Victoria | 0.6 mi']",Manchester
3Towers,"Dalton Street, Manchester, Manchester, M40 7EB","['Furnished', 'Parking', 'Bike storage', 'Lifts', 'CCTV']","Located on Dalton Street, Manchester, the development is a splendid choice for you who seek a convenient lifestyle.",675.0,1000.0,,,,"['Manchester Victoria | 0.6 mi', 'Manchester Piccadilly | 1.0 mi']",Manchester
Whitworth Locke,"74 Princess St, Manchester, Manchester, M1 6JD","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Lifts']","Located at 74 Princess St, Manchester, this development offers contemporary apartments that are within walking distance from different amenities and places.",,,,2525.0,,"['Manchester Oxford Road | 0.2 mi', 'Manchester Piccadilly | 0.3 mi']",Manchester
Elevate,"120 Clarence Rd, Manchester, Manchester, M13 0YJ","['Pet friendly', 'Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management']","Located at 120 Clarence Rd, Manchester, Elevate is a splendid choice for those seeking a modern lifestyle.",650.0,1100.0,1250.0,,,['Levenshulme | 1.0 mi'],Manchester
The LoFT,"50 Rose Street North Lane, Edinburgh, Edinburgh, EH2 2NP","['Furnished', 'Parcel collection & storage', 'CCTV', 'Controlled access', 'Common area']","Living in such a high-quality, well-located development, residents of The LoFT will have access to a host of first-class amenities, various points of interest and a picturesque surrounding landscape.",,,,,499.0,"['Edinburgh Waverley | 0.4 mi', 'Haymarket | 0.9 mi']",Edinburgh
Eden Locke,"127 George St, Edinburgh, Edinburgh, EH2 4JN","['Furnished', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Lifts']","Located at 127 George St, Edinburgh, Edinburgh, this development offers contemporary apartments that are within walking distance from different amenities and places.",,,,7163.0,,"['Edinburgh Waverley | 0.6 mi', 'Haymarket | 0.7 mi']",Edinburgh
Wharton Square,"6 Wharton Square, Edinburgh, Edinburgh, EH3 9FJ","['Onsite management', 'Parking', 'Bike storage', 'Lifts', 'CCTV']","Located in Edinburgh, Wharton Square is a build-to-rent with great traffic connections, modern amenities and an elegant design.",,809.0,,,,"['Edinburgh Waverley | 0.6 mi', 'Haymarket | 0.8 mi']",Edinburgh
Kingsford Residence,"154 McDonald Road, Edinburgh, Edinburgh, EH7 4NN","['Pet friendly', 'Furnished', 'Onsite management', 'Parking', 'Parcel collection & storage']",Kingsford Residence offers residents with beautifully furnished apartments and a great community in Edinburgh.,1050.0,1870.0,,,,['Edinburgh Waverley | 1.0 mi'],Edinburgh
"Lochrin Quay, Fountainbridge","1 Canal Walk, Edinburgh, Edinburgh, EH3 9RD","['Pet friendly', 'Furnished', 'Onsite maintenance', 'Onsite management', 'Parking']","Lochrin Quay, Fountainbridge offers residents with beautifully furnished apartments and a great community in Edinburgh.",1200.0,1600.0,,850.0,,"['Haymarket | 0.5 mi', 'Edinburgh Waverley | 0.9 mi']",Edinburgh
9 Lochend Park View,"9 Lochend Park View, Edinburgh, Edinburgh, EH7 5FD","['Parking', 'Lifts', 'CCTV', 'Controlled access', 'Smoke alarms']","Located in Edinburgh, 9 Lochend Park View is a build-to-rent that focuses on health, amity and convenience.",643.0,769.0,,,,['Edinburgh Waverley | 1.2 mi'],Edinburgh
The McEwan,"194 Fountainbridge, Edinburgh, Edinburgh, EH3 9RU","['Pet friendly', 'Concierge', 'Onsite maintenance', 'Onsite management', 'Parking']","Located in Edinburgh, The McEwan is a new Build to Rent that promotes a comfortable lifestyle with an extensive range of modern amenities.",2150.0,2250.0,3200.0,1400.0,,['Haymarket | 0.3 mi'],Edinburgh
7B Loaning Road,"7B Loaning Road, Edinburgh, Edinburgh, EH7 6FL","['Parking', 'Smoke alarms', 'Open plan kitchen', 'Fridge & freezer', 'Oven']","Located in Edinburgh, 7B Loaning Road is a build-to-rent that offers attractive, convenient accommodations and beautiful green communal space.",,,786.0,,,[],Edinburgh
68 Sailmaker Road,"68 Sailmaker Road, Edinburgh, Edinburgh, EH6 7JR","['Onsite management', 'Parking', 'Parcel collection & storage', 'Bike storage', 'Lifts']","Located in Edinburgh, 68 Sailmaker Road is a build-to-rent that offers attractive, convenient accommodations and beautiful green communal space.",532.0,720.0,913.0,,,[],Edinburgh
2 Gumley Place,"2 Gumley Place, Edinburgh, Edinburgh, EH6 7LS","['Parking', 'Communal garden', 'Smoke alarms', 'Built-in wardrobe', 'Open plan kitchen']","Located in Edinburgh, 2 Gumley Place is a build-to-rent that goes out of its way to take care of tenants' daily well-being.",639.0,,838.0,,,"['Edinburgh Waverley | 2.0 mi', 'Brunstane (BSU) | 2.5 mi']",Edinburgh
5 Gumley Place,"5 Gumley Place, Edinburgh, Edinburgh, EH6 7LS","['Parking', 'Controlled access', 'Smoke alarms', 'Built-in wardrobe', 'Fridge & freezer']","Located in Edinburgh, 5 Gumley Place is a build-to-rent that caters to growth, connection and a fulfilling lifestyle.",,755.0,,,,"['Edinburgh Waverley | 2.0 mi', 'Brunstane (BSU) | 2.5 mi']",Edinburgh
Colonsay View,"18 Colonsay View, Edinburgh, Edinburgh, EH5 1FJ","['Parking', 'Lifts', 'Common area', 'Smoke alarms', 'Built-in wardrobe']","Located in Edinburgh, Colonsay View is a build-to-rent that promises a full and exciting life for tenants.",,742.0,840.0,,,[],Edinburgh
Candleriggs Court,"Candleriggs Court, Merchant City, Glasgow, Glasgow, G1 1NP","['Parking', 'Bike storage', 'Controlled access', 'Smoke alarms', 'Video door entry']",Candleriggs Court offers residents with family-friendly apartments and accessible transportation to explore the surroundings and experience a variety of leisure activities.,750.0,1250.0,,,,"['Argyle Street | 0.2 mi', 'High Street | 0.2 mi', 'St Enoch | 0.4 mi']",Glasgow
Mitchell Apartments,"Kent Road, Glasgow, Glasgow, G3 7BY","['Parcel collection & storage', 'Bike storage', 'Lifts', 'CCTV', 'Controlled access']","Located in Glasgow, Mitchell Apartments is a build-to-rent that offers attractive, convenient accommodations and beautiful green communal space.",895.0,1195.0,,,,"['Charing Cross | 0.1 mi', 'Anderston | 0.3 mi', ""St. George's Cross | 0.5 mi""]",Glasgow
Westbank Quadrant,"Westbank Quadrant, Glasgow, Glasgow, G12 8NT","['Parking', 'Controlled access', 'Common area', 'Communal garden', 'Smoke alarms']",Westbank Quadrant gives residents the feeling of a high-class lifestyle in the heart of Glasgow with unforgettable views.,,1100.0,1795.0,,,"['Kelvinbridge | 0.2 mi', 'Hillhead | 0.5 mi', 'Charing Cross | 0.7 mi']",Glasgow
